farmer_node_id,village_location_id,district,state_code,latitude,longitude,farm_size_ha,primary_crop_id,primary_crop_key,secondary_crop_id,secondary_crop_key,market_preference_mandi_id,road_access_km,is_synthetic,generation_method,seed,dataset_version
FRM_CC8677867B15,LOC_9245535FD361,Tarn Taran,PB,31.515155,75.165231,2.79,CRP_352B5B6699D8,mustard,,,MND_46CD786BC585,0.369,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8EA9A40CBFF9,LOC_3187FC77AE04,Unnao,UP,26.406925,80.620739,4.27,CRP_E91C254AD588,potato,CRP_7CC27C59C145,urad,MND_301551655568,0.053,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1E67BE56F29D,LOC_0386B614F75A,Karnal,HR,29.579239,77.077705,1.09,CRP_D7A9EAD0B15C,barley,CRP_28F945D9AC9C,bajra,MND_4ADE384C6981,0.972,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8DD4D856825B,LOC_18076DE60535,Etawah,UP,27.004943,79.143782,1.43,CRP_4DDD4816119A,arhar,CRP_B2E55E456CF4,sugarcane,MND_9AC86A6D5AEC,0.431,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1C23ECE6D32F,LOC_DA3E837A923D,Moradabad,UP,28.802061,78.692868,1.16,CRP_7CC27C59C145,urad,CRP_B2E55E456CF4,sugarcane,MND_B8828956892C,1.818,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3AAE3EBA58E3,LOC_719EE7AE9AD6,Fatehgarh Sahib,PB,30.667906,76.546055,1.45,CRP_E91C254AD588,potato,CRP_352B5B6699D8,mustard,MND_D3D37BB2E2D7,0.734,True,agri_envelope_ring_v1,20260903,v0.1
FRM_ADBEBF288E77,LOC_5C6E093BA2F7,Rupnagar,PB,30.907447,76.433653,2.31,CRP_5ED728C2FA5D,tomato,CRP_C7952894B2A5,moong,MND_D400EAD28DB3,1.703,True,agri_envelope_ring_v1,20260903,v0.1
FRM_98076BB1E9EE,LOC_F54180BA8FE6,Gorakhpur,UP,26.781302,83.573645,2.35,CRP_E91C254AD588,potato,CRP_CAA75103C53B,gram,MND_362E0E09CB0D,1.137,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3FDAAF261312,LOC_D2F3B017F36E,Jalandhar,PB,31.356194,75.560003,0.21,CRP_5ED728C2FA5D,tomato,CRP_D7A9EAD0B15C,barley,MND_FE8D567E9001,0.45,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4498BFA2B245,LOC_2E9834F07D72,Gurdaspur,PB,31.822525,75.453046,2.1,CRP_69E399851C84,cotton,CRP_5ED728C2FA5D,tomato,MND_46CD786BC585,1.636,True,agri_envelope_ring_v1,20260903,v0.1
FRM_37FB4A0A2E4F,LOC_FC6CDC039A7A,Rupnagar,PB,30.960075,76.415375,0.97,CRP_352B5B6699D8,mustard,,,MND_D400EAD28DB3,1.226,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C706E7A862A8,LOC_B7817FE007CD,Kapurthala,PB,31.501127,75.570888,0.78,CRP_5ED728C2FA5D,tomato,,,MND_784599D2DCF5,1.435,True,agri_envelope_ring_v1,20260903,v0.1
FRM_182055E7E1AD,LOC_AF1413CAD74C,Unnao,UP,26.609695,80.611115,0.76,CRP_DE6C334339AC,wheat,CRP_5ED728C2FA5D,tomato,MND_301551655568,0.207,True,agri_envelope_ring_v1,20260903,v0.1
FRM_002EC1957B0D,LOC_82BA3A145BB1,Sangrur,PB,30.349868,76.070675,1.51,CRP_CAA75103C53B,gram,,,MND_548773D47A30,1.117,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E643E603B564,LOC_5F1FB4642134,Firozabad,UP,27.086839,78.310697,4.43,CRP_7CC27C59C145,urad,,,MND_2E59AF542C18,1.45,True,agri_envelope_ring_v1,20260903,v0.1
FRM_660630734FF9,LOC_315AD9F88DC1,Agra,UP,27.057544,78.289022,1.21,CRP_4DDD4816119A,arhar,CRP_DE6C334339AC,wheat,MND_316B3A33D09D,0.876,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1C1134AA4B66,LOC_194C714F40DB,Mahendragarh,HR,28.279809,76.096463,1.53,CRP_D7A9EAD0B15C,barley,CRP_2554D1918FBC,paddy,MND_372DA5A01CDA,1.77,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4DF0285D3B90,LOC_1B8EE30BBB15,Moradabad,UP,28.807615,78.761349,1.08,CRP_CAA75103C53B,gram,CRP_4DDD4816119A,arhar,MND_B8828956892C,0.097,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8FC8092E6D53,LOC_FAF46C6DA61A,Pilibhit,UP,28.623609,79.781945,0.63,CRP_BF35A2D3261F,cauliflower,CRP_D7A9EAD0B15C,barley,MND_9AC86A6D5AEC,0.712,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FBF7267FEF27,LOC_E666D39416FF,Panchkula,HR,30.620292,76.979097,1.51,CRP_DE6C334339AC,wheat,CRP_5ED728C2FA5D,tomato,MND_3F6468C86419,0.831,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FF819FEFC217,LOC_A23F853D1970,Jind,HR,29.256028,76.568792,1.47,CRP_E91C254AD588,potato,CRP_69E399851C84,cotton,MND_07DDCCA966AE,0.868,True,agri_envelope_ring_v1,20260903,v0.1
FRM_56494C175638,LOC_95F45E3D0D30,Barnala,PB,30.218842,75.525542,1.66,CRP_CAA75103C53B,gram,CRP_2554D1918FBC,paddy,MND_548773D47A30,1.168,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AE9796151DAF,LOC_8E1829CCACF2,Rewari,HR,28.116535,76.595267,1.27,CRP_E2253B73169D,guar,CRP_D955CA97E44D,maize,MND_AAFC9C0B8DA5,0.608,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C901714B01B1,LOC_168B3E5E6DBE,Rampur,UP,28.710818,79.179215,1.48,CRP_4DDD4816119A,arhar,CRP_DE6C334339AC,wheat,MND_1BD2DF2540D5,0.773,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7D54E9C29027,LOC_DC8518FAAFF3,Hisar,HR,28.862537,75.599409,2.26,CRP_5ED728C2FA5D,tomato,CRP_BF35A2D3261F,cauliflower,MND_CB2E88CD3113,1.651,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F786ABC013AE,LOC_F772F85EB629,Hapur,UP,28.788579,77.96381,2.19,CRP_7CC27C59C145,urad,CRP_D7A9EAD0B15C,barley,MND_96D277426B8A,0.367,True,agri_envelope_ring_v1,20260903,v0.1
FRM_48338F52DE89,LOC_659CFE43DDE8,Gorakhpur,UP,26.82035,83.485977,7.22,CRP_CAA75103C53B,gram,CRP_D955CA97E44D,maize,MND_362E0E09CB0D,0.936,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7A690E683B5F,LOC_9AD951683850,Bareilly,UP,28.513193,79.577689,1.64,CRP_D7A9EAD0B15C,barley,CRP_DE6C334339AC,wheat,MND_B8828956892C,1.039,True,agri_envelope_ring_v1,20260903,v0.1
FRM_583F2E3D13CB,LOC_4AC8B3E2CC6B,Rampur,UP,28.721121,79.064469,2.35,CRP_C7952894B2A5,moong,CRP_D955CA97E44D,maize,MND_B8828956892C,0.77,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4CDF123A93F1,LOC_7722E66AA1E4,Shahjahanpur,UP,27.965747,79.900716,2.65,CRP_E91C254AD588,potato,CRP_CAA75103C53B,gram,MND_9AC86A6D5AEC,1.241,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E269FA2D5AED,LOC_8E2A4D590469,Fazilka,PB,30.249326,74.102451,1.38,CRP_C7952894B2A5,moong,CRP_8F398886C326,sunflower,MND_AE02C36E7ACD,0.11,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2C5D31243CAC,LOC_E20B38A83CF2,Kanpur Dehat,UP,26.231166,80.032732,1.39,CRP_DE6C334339AC,wheat,CRP_288971671685,onion,MND_301551655568,2.49,True,agri_envelope_ring_v1,20260903,v0.1
FRM_92F1A713C552,LOC_9496AC96F036,Barnala,PB,30.322676,75.605488,3.98,CRP_C7952894B2A5,moong,,,MND_DEA1CD5F415B,0.93,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2442CFF89981,LOC_C4AC3929533D,Bathinda,PB,30.267162,74.914617,2.1,CRP_C7952894B2A5,moong,CRP_2554D1918FBC,paddy,MND_AE02C36E7ACD,1.532,True,agri_envelope_ring_v1,20260903,v0.1
FRM_971ECB83A093,LOC_09462D324C11,Hoshiarpur,PB,31.591158,75.748844,1.07,CRP_352B5B6699D8,mustard,CRP_69E399851C84,cotton,MND_46CD786BC585,1.639,True,agri_envelope_ring_v1,20260903,v0.1
FRM_75E934C07477,LOC_23AC7DA9CC89,Barnala,PB,30.43359,75.516902,2.61,CRP_352B5B6699D8,mustard,CRP_2554D1918FBC,paddy,MND_DEA1CD5F415B,0.132,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CE02B7F4B1FB,LOC_93CC119E4169,Muktsar,PB,30.54084,74.68743,1.48,CRP_D7A9EAD0B15C,barley,CRP_5ED728C2FA5D,tomato,MND_AE02C36E7ACD,0.238,True,agri_envelope_ring_v1,20260903,v0.1
FRM_29B43FBFCE8A,LOC_CF828991A492,Unnao,UP,26.390331,80.519264,2.31,CRP_288971671685,onion,,,MND_F0BDDB3CC08D,1.677,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A4F5314E839D,LOC_B2565FD761F3,Ferozepur,PB,31.079537,74.64855,0.55,CRP_B2E55E456CF4,sugarcane,CRP_CAA75103C53B,gram,MND_FE8D567E9001,0.733,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4596F87D1464,LOC_8178C1FC5346,Kaithal,HR,29.866192,76.252392,0.44,CRP_C7952894B2A5,moong,,,MND_7491C25B20FE,0.203,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BACF6DDAC1CA,LOC_CE92EE4FB2A6,Aligarh,UP,27.864149,78.034005,0.93,CRP_C7952894B2A5,moong,CRP_D955CA97E44D,maize,MND_1BD2DF2540D5,1.327,True,agri_envelope_ring_v1,20260903,v0.1
FRM_77CB7F3CD6F8,LOC_EFB25C5E5A91,Bareilly,UP,28.526798,79.494246,1.77,CRP_5ED728C2FA5D,tomato,CRP_2554D1918FBC,paddy,MND_9AC86A6D5AEC,0.356,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FA6E39692885,LOC_33719393A062,Barabanki,UP,26.898206,81.393127,1.24,CRP_5ED728C2FA5D,tomato,CRP_E91C254AD588,potato,MND_F0BDDB3CC08D,0.173,True,agri_envelope_ring_v1,20260903,v0.1
FRM_33632C80AB43,LOC_25065D8B6D6E,Jalandhar,PB,31.429495,75.54481,2.23,CRP_352B5B6699D8,mustard,CRP_CAA75103C53B,gram,MND_46CD786BC585,0.702,True,agri_envelope_ring_v1,20260903,v0.1
FRM_81E055F8C750,LOC_280B93663523,Pathankot,PB,32.135803,75.586643,0.84,CRP_D955CA97E44D,maize,,,MND_46CD786BC585,2.31,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7C38B134A171,LOC_05A8C6A6C357,Rohtak,HR,28.845973,76.4652,3.34,CRP_69E399851C84,cotton,,,MND_372DA5A01CDA,1.185,True,agri_envelope_ring_v1,20260903,v0.1
FRM_220C18862DD0,LOC_FE6DCEA46A7C,Sitapur,UP,27.318917,80.593061,1.96,CRP_7CC27C59C145,urad,,,MND_954F0551D2D8,0.931,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E60644D6D01B,LOC_4210AF0F2E97,Ludhiana,PB,31.026307,75.705378,1.15,CRP_2554D1918FBC,paddy,,,MND_DA6DF57ACFEE,0.998,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6CF97087ACAF,LOC_C0EB4478F6F3,Faridkot,PB,30.592584,74.631617,0.61,CRP_8F398886C326,sunflower,CRP_D7A9EAD0B15C,barley,MND_AE02C36E7ACD,1.085,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A08F978DAB6E,LOC_73568D7EFEF8,Budaun,UP,28.040695,78.961058,2.84,CRP_D955CA97E44D,maize,CRP_B2E55E456CF4,sugarcane,MND_9AC86A6D5AEC,1.724,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AC02AF65F78D,LOC_43D2D460032A,Gorakhpur,UP,26.928934,83.303315,2.79,CRP_288971671685,onion,CRP_28F945D9AC9C,bajra,MND_362E0E09CB0D,0.596,True,agri_envelope_ring_v1,20260903,v0.1
FRM_898BDF093D08,LOC_00B441735AC1,Kaithal,HR,29.842899,76.203175,1.97,CRP_CAA75103C53B,gram,,,MND_9AE87167EF0F,0.98,True,agri_envelope_ring_v1,20260903,v0.1
FRM_62EBA4D1A083,LOC_F02DB64FEDB9,Jind,HR,29.287586,75.994469,0.99,CRP_D955CA97E44D,maize,,,MND_07DDCCA966AE,0.118,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0D47F5042709,LOC_6F124F42499B,Pathankot,PB,32.412988,75.742418,1.05,CRP_69E399851C84,cotton,,,MND_46CD786BC585,1.391,True,agri_envelope_ring_v1,20260903,v0.1
FRM_39F6FB2BDCB4,LOC_773A2A11EEDA,Mainpuri,UP,27.068463,79.023139,1.84,CRP_BF35A2D3261F,cauliflower,,,MND_316B3A33D09D,0.815,True,agri_envelope_ring_v1,20260903,v0.1
FRM_64E186C59937,LOC_AD2FE08C0825,Nuh,HR,28.104848,76.925304,1.74,CRP_8F398886C326,sunflower,CRP_C7952894B2A5,moong,MND_3F94E23EB0A5,0.676,True,agri_envelope_ring_v1,20260903,v0.1
FRM_60C0A83A9D22,LOC_87DB8829D2E1,Kanpur Dehat,UP,26.450647,79.947077,1.54,CRP_4DDD4816119A,arhar,,,MND_301551655568,1.358,True,agri_envelope_ring_v1,20260903,v0.1
FRM_68FD51ABD0C3,LOC_B703E932F726,Hathras,UP,27.541149,78.230867,2.83,CRP_CAA75103C53B,gram,CRP_C7952894B2A5,moong,MND_1BD2DF2540D5,0.245,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9888AE5BC517,LOC_1E9084DFB553,Kurukshetra,HR,29.883013,76.992113,2.05,CRP_28F945D9AC9C,bajra,CRP_DE6C334339AC,wheat,MND_4ADE384C6981,0.396,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F024D36247C0,LOC_73EC451C0DBA,Bulandshahr,UP,28.466588,77.881685,1.02,CRP_E91C254AD588,potato,CRP_D7A9EAD0B15C,barley,MND_4217655002FF,1.137,True,agri_envelope_ring_v1,20260903,v0.1
FRM_66F613395056,LOC_EF4D70D46295,Muzaffarnagar,UP,29.569191,77.87925,3.28,CRP_2554D1918FBC,paddy,CRP_DE6C334339AC,wheat,MND_05333875B51A,0.401,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E6132C4E261F,LOC_1B87DCE1CCAF,Prayagraj,UP,25.485228,81.739756,0.5,CRP_288971671685,onion,CRP_5ED728C2FA5D,tomato,MND_F0BDDB3CC08D,1.179,True,agri_envelope_ring_v1,20260903,v0.1
FRM_166D6BC11A4A,LOC_5C391DBE6F69,Budaun,UP,27.978037,79.011392,2.07,CRP_7CC27C59C145,urad,,,MND_9AC86A6D5AEC,0.896,True,agri_envelope_ring_v1,20260903,v0.1
FRM_73A36FB69B58,LOC_7218A86C0131,Moga,PB,30.662121,75.030246,2.21,CRP_69E399851C84,cotton,CRP_DE6C334339AC,wheat,MND_FE8D567E9001,0.051,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B6521EE3D570,LOC_24CDCAB53A72,Jhajjar,HR,28.551047,76.669958,1.19,CRP_28F945D9AC9C,bajra,,,MND_372DA5A01CDA,1.217,True,agri_envelope_ring_v1,20260903,v0.1
FRM_743225801AC7,LOC_6452B3A5A282,Saharanpur,UP,29.936015,77.787772,0.52,CRP_7CC27C59C145,urad,CRP_28F945D9AC9C,bajra,MND_D5BFCB18509B,0.814,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F349085B36A9,LOC_D52E06A74607,Pilibhit,UP,28.39894,79.816778,0.97,CRP_288971671685,onion,CRP_2554D1918FBC,paddy,MND_9AC86A6D5AEC,0.313,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C7375B3A8F25,LOC_0C41A97A630F,Bulandshahr,UP,28.457446,77.861563,0.69,CRP_D7A9EAD0B15C,barley,CRP_E91C254AD588,potato,MND_2E59AF542C18,1.061,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DA1953EAF6B5,LOC_A3FC80985EF5,Bathinda,PB,30.409219,75.003068,2.22,CRP_352B5B6699D8,mustard,CRP_E91C254AD588,potato,MND_AE02C36E7ACD,0.443,True,agri_envelope_ring_v1,20260903,v0.1
FRM_15C78812DD18,LOC_8A87D460CB8C,Amritsar,PB,31.62264,75.11915,0.62,CRP_D7A9EAD0B15C,barley,CRP_5ED728C2FA5D,tomato,MND_E2F2E16B54CD,1.334,True,agri_envelope_ring_v1,20260903,v0.1
FRM_66FD4A52715B,LOC_24227C2A6C3D,Rewari,HR,27.98545,76.735582,1.58,CRP_E2253B73169D,guar,,,MND_3F94E23EB0A5,1.332,True,agri_envelope_ring_v1,20260903,v0.1
FRM_48F6F1982EAA,LOC_60E516B83238,Shahjahanpur,UP,27.933213,79.764097,2.32,CRP_352B5B6699D8,mustard,,,MND_301551655568,1.014,True,agri_envelope_ring_v1,20260903,v0.1
FRM_31DAA5345821,LOC_B630E2FA2D98,Aligarh,UP,28.04673,78.209975,3.84,CRP_4DDD4816119A,arhar,CRP_288971671685,onion,MND_2E59AF542C18,1.499,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6C6F7D0AA4AA,LOC_02CD2F98CD68,Karnal,HR,29.795035,77.155904,1.35,CRP_BF35A2D3261F,cauliflower,CRP_C7952894B2A5,moong,MND_4ADE384C6981,0.71,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1B1B6B11BE5B,LOC_576B498C0805,Barnala,PB,30.223254,75.603384,0.73,CRP_8F398886C326,sunflower,CRP_D955CA97E44D,maize,MND_DEA1CD5F415B,0.234,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D2A4D1753E78,LOC_4D876D470038,Tarn Taran,PB,31.512175,74.861715,1.67,CRP_DE6C334339AC,wheat,CRP_D955CA97E44D,maize,MND_E2F2E16B54CD,0.367,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9658F4681A1B,LOC_6352280A09CB,Rohtak,HR,28.678191,76.674378,0.2,CRP_8F398886C326,sunflower,CRP_5ED728C2FA5D,tomato,MND_AAFC9C0B8DA5,1.414,True,agri_envelope_ring_v1,20260903,v0.1
FRM_15064F0F92C0,LOC_8B5FE92E4137,Etawah,UP,27.011126,79.189798,2.72,CRP_2554D1918FBC,paddy,CRP_5ED728C2FA5D,tomato,MND_316B3A33D09D,1.489,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0436A267DFB3,LOC_4E0F69B25F38,Shahjahanpur,UP,27.954531,79.930598,2.58,CRP_C7952894B2A5,moong,,,MND_9AC86A6D5AEC,0.271,True,agri_envelope_ring_v1,20260903,v0.1
FRM_485AF2F50390,LOC_9D1F99D631F7,Sambhal,UP,28.557799,78.424023,0.98,CRP_D7A9EAD0B15C,barley,CRP_D955CA97E44D,maize,MND_B8828956892C,0.854,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7319D7C8E2BB,LOC_548FE98DDB58,Sangrur,PB,30.341637,75.583977,1.48,CRP_5ED728C2FA5D,tomato,,,MND_DEA1CD5F415B,1.177,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BAE318071ABC,LOC_0991C10E27F3,Kanpur Dehat,UP,26.248616,80.067218,2.87,CRP_C7952894B2A5,moong,CRP_2554D1918FBC,paddy,MND_301551655568,0.919,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DA6B13539906,LOC_1F75C5EB8BE0,Pilibhit,UP,28.500468,79.779079,2.87,CRP_7CC27C59C145,urad,CRP_288971671685,onion,MND_9AC86A6D5AEC,0.143,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A60555580904,LOC_1C1CAFBB2F45,Patiala,PB,30.516239,76.320011,1.9,CRP_E91C254AD588,potato,CRP_D7A9EAD0B15C,barley,MND_3F6468C86419,0.409,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FD6D7079DCF2,LOC_C8F6BF77F196,Hardoi,UP,27.352862,80.236598,2.19,CRP_C7952894B2A5,moong,CRP_7CC27C59C145,urad,MND_954F0551D2D8,0.696,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DFAE41330D6F,LOC_A4BE300C49F0,Barabanki,UP,26.831434,81.4455,8.24,CRP_2554D1918FBC,paddy,CRP_B2E55E456CF4,sugarcane,MND_F0BDDB3CC08D,1.104,True,agri_envelope_ring_v1,20260903,v0.1
FRM_08DB8D340104,LOC_CF828991A492,Unnao,UP,26.397249,80.554171,0.94,CRP_D955CA97E44D,maize,CRP_CAA75103C53B,gram,MND_301551655568,0.127,True,agri_envelope_ring_v1,20260903,v0.1
FRM_ECB193BF9037,LOC_09462D324C11,Hoshiarpur,PB,31.585425,75.766028,0.71,CRP_D955CA97E44D,maize,,,MND_46CD786BC585,0.318,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1074EFE1A5B1,LOC_92D32F9865E7,Jhajjar,HR,28.491693,76.784183,1.36,CRP_E2253B73169D,guar,CRP_28F945D9AC9C,bajra,MND_50FC19D7AEC4,0.359,True,agri_envelope_ring_v1,20260903,v0.1
FRM_677831452E1A,LOC_8565D51E71D1,Sangrur,PB,30.362166,75.512694,2.87,CRP_CAA75103C53B,gram,,,MND_DEA1CD5F415B,1.04,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B75527AD420E,LOC_FB0B71726FDD,Fazilka,PB,30.186512,73.939955,1.0,CRP_69E399851C84,cotton,CRP_2554D1918FBC,paddy,MND_AE02C36E7ACD,1.263,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A03391BC13EF,LOC_60E09BBEAD47,Mainpuri,UP,27.16595,78.881744,2.75,CRP_BF35A2D3261F,cauliflower,,,MND_316B3A33D09D,0.795,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9823B9EE61AB,LOC_87F13CC7447F,Amroha,UP,28.946853,78.383116,0.94,CRP_BF35A2D3261F,cauliflower,CRP_7CC27C59C145,urad,MND_B8828956892C,1.342,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D6410D806A42,LOC_B4A0755BE041,Gurdaspur,PB,31.987757,75.390506,0.28,CRP_D7A9EAD0B15C,barley,CRP_352B5B6699D8,mustard,MND_E2F2E16B54CD,1.314,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9B2A0DC53A37,LOC_37842E2F6BC8,Pilibhit,UP,28.485062,79.84404,1.88,CRP_D955CA97E44D,maize,,,MND_9AC86A6D5AEC,0.882,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8533F08BDF67,LOC_480CAA297FBD,Kanpur Dehat,UP,26.518124,79.850202,0.96,CRP_DE6C334339AC,wheat,CRP_28F945D9AC9C,bajra,MND_301551655568,0.245,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7213E49E97CB,LOC_254343A2E586,Etah,UP,27.378022,78.586892,0.85,CRP_2554D1918FBC,paddy,CRP_E91C254AD588,potato,MND_316B3A33D09D,0.794,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4662B66DAE28,LOC_98203B95A864,Shahjahanpur,UP,27.956075,79.847017,3.47,CRP_CAA75103C53B,gram,CRP_C7952894B2A5,moong,MND_9AC86A6D5AEC,1.2,True,agri_envelope_ring_v1,20260903,v0.1
FRM_347F67BB2FF2,LOC_19213ACDF995,Aligarh,UP,27.874872,78.020058,1.8,CRP_28F945D9AC9C,bajra,,,MND_1BD2DF2540D5,0.279,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CCD6070A1FC1,LOC_330BA6426F41,Rampur,UP,28.789346,79.253614,1.91,CRP_5ED728C2FA5D,tomato,CRP_C7952894B2A5,moong,MND_9AC86A6D5AEC,0.475,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1DD2D0A54F82,LOC_B2D5E4664374,Sirsa,HR,29.782533,74.918772,0.55,CRP_352B5B6699D8,mustard,CRP_C7952894B2A5,moong,MND_5C10FF171343,0.888,True,agri_envelope_ring_v1,20260903,v0.1
FRM_88DFA135B173,LOC_DF7D0882EEBD,Fatehabad,HR,29.33732,75.567446,3.43,CRP_352B5B6699D8,mustard,CRP_E91C254AD588,potato,MND_4427C76F4F6F,0.943,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E278B04A2A09,LOC_40BEC5559047,Jhajjar,HR,28.638887,76.496162,0.96,CRP_E91C254AD588,potato,CRP_2554D1918FBC,paddy,MND_372DA5A01CDA,0.98,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3AD22AEE2442,LOC_51642B4B7490,Gurugram,HR,28.293002,77.136938,0.22,CRP_B2E55E456CF4,sugarcane,CRP_7CC27C59C145,urad,MND_96A0566277F9,0.727,True,agri_envelope_ring_v1,20260903,v0.1
FRM_467A7A8C5B3E,LOC_1DED7293A127,Sitapur,UP,27.435333,80.668147,2.72,CRP_D7A9EAD0B15C,barley,CRP_E91C254AD588,potato,MND_9AC86A6D5AEC,0.96,True,agri_envelope_ring_v1,20260903,v0.1
FRM_EEB91D3DF0DA,LOC_C818BF441C42,Malerkotla,PB,30.433163,76.063306,0.87,CRP_69E399851C84,cotton,CRP_C7952894B2A5,moong,MND_548773D47A30,0.883,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3FB8F7E66682,LOC_C88AB96C53FD,Jind,HR,29.290507,76.038245,9.35,CRP_DE6C334339AC,wheat,CRP_288971671685,onion,MND_07DDCCA966AE,0.732,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D969E55CACE5,LOC_031C0FB1BC63,Bareilly,UP,28.498624,79.517733,2.16,CRP_C7952894B2A5,moong,CRP_DE6C334339AC,wheat,MND_9AC86A6D5AEC,0.981,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D013F8CDAE26,LOC_3100FC206BBD,Moga,PB,30.726444,75.018799,1.96,CRP_C7952894B2A5,moong,CRP_DE6C334339AC,wheat,MND_FE8D567E9001,0.729,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5AB2F9DE4EDA,LOC_9321299690B5,Unnao,UP,26.379911,80.655138,0.3,CRP_D7A9EAD0B15C,barley,CRP_D955CA97E44D,maize,MND_301551655568,0.295,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DF84EEF2C7B5,LOC_7DC7F0E5B524,Pathankot,PB,32.362032,75.677122,2.39,CRP_CAA75103C53B,gram,CRP_5ED728C2FA5D,tomato,MND_46CD786BC585,0.655,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E349DC0CE88E,LOC_B0691966223F,Pilibhit,UP,28.489922,79.799406,0.42,CRP_4DDD4816119A,arhar,,,MND_9AC86A6D5AEC,0.893,True,agri_envelope_ring_v1,20260903,v0.1
FRM_925FEEFA113A,LOC_56293E8541FE,Moga,PB,30.764616,75.341365,2.14,CRP_69E399851C84,cotton,CRP_CAA75103C53B,gram,MND_784599D2DCF5,1.098,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1F3EFB770752,LOC_8CED6FDB46B0,Mahendragarh,HR,28.28077,76.143301,1.04,CRP_8F398886C326,sunflower,CRP_28F945D9AC9C,bajra,MND_3F94E23EB0A5,1.156,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BC67EE946EF6,LOC_DE39896A420B,Kapurthala,PB,31.215937,75.519518,1.65,CRP_352B5B6699D8,mustard,CRP_2554D1918FBC,paddy,MND_46CD786BC585,0.837,True,agri_envelope_ring_v1,20260903,v0.1
